   n, insertion_cmp, insertion_swaps, insertion_time, quick_cmp, quick_swaps, quick_time, heap_cmp, heap_swaps, heap_time, selection_cmp, selection_swaps, selection_time
 447,         48726,           48285,            103,     14306,         930,         56,    17764,       7991,        62,        100128,             440,            284
 448,         49080,           48638,            117,     14108,         926,         57,    17825,       7996,        71,        100576,             444,            304
 449,         49407,           48964,            110,     13847,         966,         57,    17854,       8013,        71,        101025,             445,            304
 450,         49779,           49335,            124,     13725,         929,         56,    17896,       8016,        70,        101475,             440,            285
 451,         50229,           49784,            109,     15462,         923,         57,    18015,       8097,        69,        101926,             441,            301
 452,         50238,           49792,            119,     15456,         953,         59,    18072,       8123,        73,        102378,             441,            303
 453,         50362,           49915,            119,     13824,         958,         52,    18164,       8160,        68,        102831,             448,            258
 454,         50539,           50091,             90,     14067,         959,         50,    18183,       8184,        61,        103285,             445,            235
 455,         50705,           50256,             92,     14629,         975,         50,    18180,       8167,        61,        103740,             448,            236
 456,         51056,           50606,             92,     14660,         958,         49,    18189,       8163,        62,        104196,             446,            239
 457,         51376,           50925,             92,     13739,         983,         48,    18277,       8252,        63,        104653,             446,            238
 458,         51488,           51036,             93,     14729,         982,         48,    18336,       8238,        62,        105111,             451,            239
 459,         51930,           51477,             94,     15560,         944,         52,    18296,       8217,        72,        105570,             453,            284
 460,         52211,           51757,            119,     14988,         982,         57,    18402,       8256,        72,        106030,             453,            293
 461,         52312,           51857,            123,     14538,         995,         60,    18485,       8300,        74,        106491,             455,            316
 462,         52337,           51881,            124,     15073,         987,         58,    18501,       8306,        74,        106953,             457,            311
 463,         52799,           52343,            125,     15996,         981,         57,    18625,       8380,        72,        107416,             460,            316
 464,         53153,           52696,            142,     14447,         981,         62,    18648,       8407,        78,        107880,             461,            323
 465,         53192,           52734,            133,     15383,         986,         60,    18689,       8393,        88,        108345,             461,            323
 466,         53218,           52759,            134,     15951,         990,         62,    18728,       8412,        74,        108811,             460,            316
 467,         53227,           52767,            106,     16084,         981,         53,    18720,       8390,        70,        109278,             462,            328
 468,         53438,           52977,            130,     14193,         992,         61,    18809,       8479,        75,        109746,             463,            332
 469,         53485,           53023,            130,     14646,        1013,         60,    18883,       8508,        76,        110215,             461,            330
 470,         53747,           53284,            130,     14429,        1013,         62,    18910,       8509,        76,        110685,             465,            331
 471,         54169,           53705,            133,     14614,         994,         60,    18920,       8494,        77,        111156,             462,            333
 472,         54200,           53735,            127,     14800,        1005,         61,    19005,       8524,        77,        111628,             464,            342
 473,         54556,           54090,            131,     14753,        1001,         60,    19014,       8545,        74,        112101,             461,            333
 474,         54867,           54400,            136,     14153,        1024,         61,    19059,       8580,        75,        112575,             470,            315
 475,         55113,           54645,            138,     15057,        1012,         63,    19121,       8578,        76,        113050,             468,            333
 476,         55459,           54990,            133,     15422,         997,         62,    19178,       8616,       100,        113526,             471,            337
 477,         55930,           55460,            122,     15403,        1017,         61,    19184,       8619,       133,        114003,             469,            324
 478,         55935,           55464,            133,     15636,        1018,         61,    19153,       8582,        72,        114481,             469,            332
 479,         56222,           55750,            133,     14413,        1042,         61,    19345,       8715,        79,        114960,             474,            365
 480,         56383,           55910,            136,     15621,        1022,         67,    19333,       8703,        68,        115440,             476,            307
 481,         56832,           56358,            250,     15680,         998,         66,    19418,       8744,        81,        115921,             475,            353
 482,         57118,           56643,            160,     15018,        1023,         66,    19476,       8761,        80,        116403,             475,            372
 483,         57196,           56720,            142,     15657,        1034,         67,    19468,       8759,        81,        116886,             478,            354
 484,         57220,           56743,            146,     15468,        1028,         64,    19521,       8789,        83,        117370,             475,            362
 485,         57395,           56917,            137,     15429,        1025,         60,    19530,       8777,        80,        117855,             475,            311
 486,         57517,           57038,            149,     15156,        1054,         61,    19585,       8806,        79,        118341,             479,            324
 487,         57601,           57121,            153,     15174,        1044,         68,    19661,       8866,        81,        118828,             483,            354
 488,         57607,           57126,            148,     15672,        1038,         68,    19731,       8910,        83,        119316,             484,            321
 489,         57824,           57342,            150,     15285,        1044,         64,    19785,       8910,        82,        119805,             483,            347
 490,         57908,           57425,            138,     15874,        1036,         62,    19857,       8971,        59,        120295,             485,            191
 491,         58281,           57797,             85,     15302,        1034,         44,    19882,       8952,        56,        120786,             484,            191
 492,         58762,           58277,             86,     16631,        1013,         43,    19965,       9007,        55,        121278,             486,            193
 493,         59007,           58521,             93,     15689,        1075,         44,    19973,       9003,        79,        121771,             479,            362
 494,         59048,           58561,            141,     16886,        1014,         62,    20061,       9048,       140,        122265,             485,            353
 495,         59234,           58746,            136,     14787,        1095,         64,    20060,       9039,        84,        122760,             485,            257
 496,         59578,           59089,            157,     14845,        1059,         68,    20177,       9103,        84,        123256,             490,            373
 497,         59838,           59348,            156,     15769,        1076,         65,    20185,       9112,        81,        123753,             490,            368
 498,         60039,           59548,            155,     15361,        1091,         67,    20239,       9139,        86,        124251,             488,            369
 499,         60278,           59786,            159,     15630,        1084,         68,    20260,       9136,        82,        124750,             488,            383
 500,         60441,           59948,            126,     15685,        1054,         47,    20289,       9157,        76,        125250,             494,            370
 501,         60642,           60148,            121,     16134,        1079,         69,    20412,       9213,        93,        125751,             496,            383
 502,         61134,           60639,            161,     16621,        1064,         70,    20430,       9230,        77,        126253,             496,            397
 503,         61179,           60683,            169,     16038,        1072,         66,    20525,       9270,        69,        126756,             498,            364
 504,         61482,           60985,            132,     15764,        1092,         61,    20529,       9279,        63,        127260,             500,            330
 505,         61583,           61085,            121,     16604,        1113,         59,    20600,       9322,        63,        127765,             500,            319
 506,         61942,           61443,           1170,     16086,        1062,         71,    20602,       9314,        77,        128271,             501,            396
 507,         62295,           61795,            165,     15141,        1087,         63,    20626,       9328,        67,        128778,             501,            341
 508,         62685,           62184,            160,     15904,        1111,         69,    20696,       9358,        77,        129286,             500,            467
 509,         63023,           62521,            172,     16183,        1082,         72,    20789,       9381,        79,        129795,             503,            358
 510,         63265,           62762,            150,     16233,        1084,         66,    20803,       9399,        74,        130305,             504,            363
 511,         63291,           62787,            161,     17905,        1080,         71,    20810,       9405,        65,        130816,             505,            206
 512,         63644,           63139,             93,     15760,        1105,         48,    21004,       9522,        53,        131328,             504,            206
 513,         64116,           63610,             94,     16134,        1107,         46,    20999,       9484,        53,        131841,             506,            206
 514,         64133,           63626,             93,     16762,        1089,         47,    21017,       9475,        52,        132355,             508,            207
 515,         64411,           63903,             93,     15928,        1139,         47,    21080,       9507,        52,        132870,             504,            208
 516,         64865,           64356,             95,     16511,        1104,         46,    21117,       9538,        52,        133386,             505,            210
 517,         65286,           64776,             95,     16739,        1100,         46,    21117,       9523,        52,        133903,             509,            211
 518,         65525,           65014,             96,     16597,        1149,         46,    21179,       9544,        53,        134421,             511,            212
 519,         65633,           65121,             95,     17188,        1093,         46,    21205,       9563,        53,        134940,             512,            212
 520,         66017,           65504,             96,     16641,        1095,         45,    21282,       9595,        53,        135460,             517,            214
 521,         66514,           66000,             98,     17239,        1087,         45,    21325,       9633,        54,        135981,             515,            213
 522,         66648,           66133,             97,     17181,        1112,         46,    21408,       9663,        54,        136503,             517,            213
 523,         67065,           66549,             97,     16782,        1128,         47,    21418,       9662,        54,        137026,             517,           4385
 524,         67150,           66633,             98,     16648,        1142,         51,    21503,       9710,        55,        137550,             517,            215
 525,         67218,           66700,             98,     16197,        1121,         48,    21537,       9702,        54,        138075,             520,            216
 526,         67512,           66993,             98,     16742,        1142,         48,    21646,       9793,        54,        138601,             519,            216
 527,         67993,           67473,             99,     17301,        1120,         46,    21592,       9759,        54,        139128,             519,            218
 528,         68223,           67702,             99,     16620,        1166,         48,    21694,       9792,        54,        139656,             519,            219
 529,         68454,           67932,             99,     16616,        1171,         48,    21760,       9827,        55,        140185,             523,            220
 530,         68637,           68114,             99,     16547,        1155,         48,    21812,       9849,        54,        140715,             523,            220
 531,         69139,           68615,            100,     16971,        1157,         49,    21777,       9818,        54,        141246,             525,            222
 532,         69502,           68977,            100,     17184,        1163,         48,    21912,       9886,        54,        141778,             526,            337
 533,         69919,           69393,            165,     16688,        1159,         70,    21956,       9895,        81,        142311,             526,            410
 534,         70080,           69553,            131,     16542,        1180,         61,    22010,       9963,        78,        142845,             527,            416
 535,         70591,           70063,            182,     17757,        1145,         73,    22069,       9969,        81,        143380,             532,            447
 536,         70701,           70172,            192,     16411,        1189,         73,    22055,       9965,        80,        143916,             530,            412
 537,         70708,           70178,            179,     17634,        1176,         73,    22162,      10007,        78,        144453,             532,            419
 538,         70864,           70333,            168,     18798,        1177,         68,    22225,      10024,        73,        144991,             530,            438
 539,         71311,           70779,            150,     17618,        1176,         75,    22291,      10089,        76,        145530,             530,            356
 540,         71551,           71018,            139,     16731,        1192,         63,    22315,      10088,        73,        146070,             535,            366
 541,         71690,           71156,            141,     17057,        1166,         63,    22333,      10101,        72,        146611,             537,            429
 542,         72072,           71537,            165,     17109,        1171,         68,    22422,      10140,        81,        147153,             538,            429
 543,         72551,           72015,            176,     17056,        1177,         72,    22500,      10158,        80,        147696,             533,            415
 544,         72660,           72123,            175,     17438,        1174,         69,    22503,      10146,        65,        148240,             539,            232
 545,         73016,           72478,            107,     17802,        1214,         51,    22555,      10185,        56,        148785,             537,            234
 546,         73377,           72838,            106,     16914,        1210,         51,    22612,      10195,        57,        149331,             541,            454
 547,         73392,           72852,            171,     17518,        1227,         65,    22649,      10234,        69,        149878,             541,            403
 548,         73399,           72858,            162,     18125,        1176,         74,    22736,      10259,        83,        150426,             541,            411
 549,         73823,           73281,            179,     17282,        1219,         81,    22731,      10261,        83,        150975,             541,            413
 550,         74018,           73475,            178,     17580,        1204,         73,    22769,      10267,        79,        151525,             541,            426
 551,         74291,           73747,            174,     17932,        1213,         76,    22810,      10272,        82,        152076,             544,            269
 552,         74371,           73826,            108,     17793,        1194,         51,    22913,      10347,        57,        152628,             544,            238
 553,         74564,           74018,            108,     17187,        1223,         51,    22979,      10389,        57,        153181,             545,            239
 554,         74914,           74367,            108,     17223,        1215,         50,    22968,      10359,        57,        153735,             549,            240
 555,         75396,           74848,            109,     17772,        1206,         50,    22960,      10353,        57,        154290,             547,            241
 556,         75576,           75027,            109,     17678,        1220,         50,    23088,      10406,        58,        154846,             548,            241
 557,         76119,           75569,            168,     18112,        1218,         73,    23146,      10455,        83,        155403,             547,            430
 558,         76129,           75578,            176,     18392,        1217,         72,    23189,      10485,        79,        155961,             548,            449
 559,         76681,           76129,            112,     18889,        1228,         54,    23175,      10446,        59,        156520,             556,            246
 560,         76863,           76310,            111,     17395,        1244,         51,    23255,      10480,        58,        157080,             553,            246
 561,         77067,           76513,            111,     17898,        1236,         51,    23362,      10536,        58,        157641,             549,            247
 562,         77201,           76646,            112,     17823,        1245,         52,    23402,      10592,        58,        158203,             554,            248
 563,         77480,           76924,            113,     18342,        1259,         53,    23319,      10507,        59,        158766,             555,            249
 564,         77896,           77339,            142,     18983,        1210,         50,    23514,      10606,        58,        159330,             559,            250
 565,         78429,           77871,            114,     18443,        1245,         51,    23468,      10580,        58,        159895,             561,            251
 566,         78465,           77906,            114,     18646,        1257,         52,    23523,      10621,        58,        160461,             562,            251
 567,         78692,           78132,            114,     17748,        1268,         52,    23592,      10638,        59,        161028,             560,            250
 568,         78735,           78174,            114,     19788,        1229,         50,    23587,      10649,        59,        161596,             564,            284
 569,         79248,           78686,            114,     19548,        1220,         51,    23753,      10719,        59,        162165,             563,            292
 570,         79483,           78920,            114,     17565,        1273,         53,    23818,      10760,        59,        162735,             561,            253
 571,         79918,           79354,            115,     18619,        1230,         51,    23811,      10775,        59,        163306,             561,            255
 572,         80441,           79876,            116,     18368,        1257,         52,    23861,      10746,        59,        163878,             568,            256
 573,         80799,           80233,            116,     18536,        1254,         52,    24004,      10843,        60,        164451,             566,            256
 574,         81321,           80754,            121,     18931,        1248,         52,    23956,      10802,        60,        165025,             563,            257
 575,         81779,           81211,            118,     18488,        1245,         51,    23953,      10816,        60,        165600,             567,            258
 576,         82153,           81584,            119,     17689,        1291,         52,    24072,      10868,        59,        166176,             571,            264
 577,         82670,           82100,            119,     18966,        1263,         52,    24195,      10927,        60,        166753,             570,            262
 578,         83164,           82593,            120,     18381,        1263,         52,    24115,      10890,        60,        167331,             572,            260
 579,         83188,           82616,            121,     20619,        1262,         52,    24198,      10927,        60,        167910,             573,            261
 580,         83543,           82970,            121,     19181,        1276,         54,    24253,      10937,        59,        168490,             575,            425
 581,         83801,           83227,            220,     18298,        1294,         76,    24270,      10948,        78,        169071,             571,            508
 582,         84361,           83786,            218,     19519,        1281,         82,    24310,      10984,        89,        169653,             577,            522
 583,         84648,           84072,            160,     18884,        1282,         68,    24377,      11010,        78,        170236,             577,            423
 584,         84660,           84083,            195,     20849,        1252,         80,    24409,      11028,        88,        170820,             576,            519
 585,         84829,           84251,            233,     18666,        1316,         84,    24453,      11036,        91,        171405,             573,            523
 586,         85383,           84804,            215,     20427,        1252,         80,    24567,      11094,        89,        171991,             578,            516
 587,         85563,           84983,            209,     18511,        1324,         72,    24611,      11123,        82,        172578,             579,            514
 588,         85869,           85288,            205,     18373,        1326,         79,    24645,      11110,        86,        173166,             582,            330
 589,         85964,           85382,            124,     19103,        1310,         55,    24767,      11184,        61,        173755,             583,            269
 590,         86545,           85962,            125,     19671,        1290,         54,    24791,      11219,        61,        174345,             584,            270
 591,         86889,           86305,            125,     19303,        1334,         54,    24866,      11218,        62,        174936,             586,            273
 592,         87434,           86849,            126,     19662,        1270,         54,    24872,      11214,        61,        175528,             583,            352
 593,         88020,           87434,            222,     19224,        1330,         78,    24859,      11213,        87,        176121,             586,            526
 594,         88607,           88020,            227,     19660,        1329,         78,    24994,      11274,        88,        176715,             590,            543
 595,         88848,           88260,            231,     19525,        1334,         80,    24977,      11268,        90,        177310,             590,            526
 596,         89092,           88503,            211,     19295,        1333,         77,    25094,      11336,        86,        177906,             587,            538
 597,         89542,           88952,            238,     18385,        1327,         78,    25132,      11363,        90,        178503,             590,            548
 598,         89606,           89015,            222,     20365,        1306,         78,    25146,      11344,        86,        179101,             591,            531
 599,         90146,           89554,            236,     19550,        1345,         81,    25198,      11357,        90,        179700,             592,            552
 600,         90335,           89742,            237,     20762,        1304,         80,    25312,      11432,        90,        180300,             594,            546
 601,         90453,           89859,            238,     19761,        1352,         81,    25290,      11388,        91,        180901,             594,            528
 602,         91004,           90409,            210,     20634,        1327,         80,    25396,      11459,        94,        181503,             597,            504
 603,         91169,           90573,            194,     20191,        1346,         76,    25341,      11430,        87,        182106,             596,            485
 604,         91532,           90935,            225,     20102,        1329,         77,    25442,      11489,        87,        182710,             601,            516
 605,         91625,           91027,            208,     19993,        1353,         77,    25598,      11551,        90,        183315,             599,            553
 606,         91984,           91385,            227,     19081,        1376,         85,    25582,      11563,        96,        183921,             599,            542
 607,         92069,           91469,            232,     19869,        1338,         77,    25647,      11593,        84,        184528,             600,            496
 608,         92359,           91758,            214,     19524,        1365,         77,    25592,      11560,        89,        185136,             604,            513
 609,         92845,           92243,            431,     20828,        1305,         57,    25707,      11619,        65,        185745,             598,            288
 610,         93129,           92526,            133,     19718,        1376,         57,    25779,      11631,        64,        186355,             596,            289
 611,         93522,           92918,            134,     19333,        1343,         56,    25790,      11648,        65,        186966,             608,            289
 612,         93986,           93381,            135,     20136,        1347,         56,    25881,      11699,        65,        187578,             603,            292
 613,         94534,           93928,            136,     20081,        1398,         56,    25859,      11660,        64,        188191,             607,            401
 614,         94804,           94197,            236,     19940,        1372,         86,    25845,      11652,       100,        188805,             607,            552
 615,         95077,           94469,            245,     19306,        1375,         88,    25979,      11713,        97,        189420,             605,            510
 616,         95460,           94851,            137,     19971,        1382,         60,    26050,      11745,        65,        190036,             609,            293
 617,         96021,           95411,            138,     19978,        1377,         57,    26186,      11829,        65,        190653,             611,            294
 618,         96432,           95821,            138,     19671,        1375,         56,    26021,      11719,        65,        191271,             609,            296
 619,         96635,           96023,            139,     19613,        1396,         57,    26211,      11836,        65,        191890,             613,            296
 620,         96646,           96033,            139,     21445,        1351,         56,    26288,      11864,        65,        192510,             613,            298
 621,         96968,           96354,            139,     20228,        1413,         57,    26268,      11858,        66,        193131,             617,            299
 622,         97064,           96449,            139,     20489,        1376,         56,    26240,      11801,        65,        193753,             617,            299
 623,         97511,           96895,            140,     20434,        1380,         56,    26315,      11885,        66,        194376,             618,           3331
 624,         97696,           97079,            140,     19727,        1417,         59,    26414,      11930,        66,        195000,             618,            300
 625,         98147,           97529,            141,     19846,        1421,         57,    26519,      11987,        66,        195625,             618,            302
 626,         98681,           98062,            142,     20637,        1405,         58,    26516,      11968,        66,        196251,             622,            301
 627,         98758,           98138,            142,     20357,        1413,         57,    26590,      12032,        66,        196878,             620,            302
 628,         98851,           98230,            143,     21900,        1358,         57,    26599,      11992,        66,        197506,             622,            304
 629,         99176,           98554,            143,     20781,        1406,         59,    26707,      12063,        67,        198135,             622,            310
 630,         99581,           98958,            143,     21037,        1416,         58,    26695,      12052,        66,        198765,             621,            307
 631,         99958,           99334,            145,     20354,        1411,         58,    26784,      12103,        68,        199396,             627,            309
 632,        100110,           99485,            145,     21938,        1392,         57,    26824,      12114,        67,        200028,             625,            308
 633,        100431,           99805,            144,     20949,        1425,         58,    26884,      12164,        67,        200661,             631,            310
 634,        100917,          100290,            145,     21500,        1389,         58,    26897,      12154,        67,        201295,             625,            359
 635,        101111,          100483,            145,     21046,        1438,         60,    26925,      12151,        67,        201930,             625,            310
 636,        101651,          101022,            146,     21338,        1404,         58,    27050,      12214,        66,        202566,             629,            310
 637,        101765,          101135,            146,     21513,        1404,         58,    27077,      12236,        67,        203203,             628,            311
 638,        102066,          101435,            146,     21119,        1439,         58,    27156,      12274,        67,        203841,             630,            528
 639,        102544,          101912,            260,     21629,        1397,         80,    27088,      12227,        94,        204480,             631,            588
 640,        102630,          101997,            267,     21105,        1440,         87,    27145,      12260,        97,        205120,             634,            638
 641,        102873,          102239,            249,     20856,        1451,         84,    27255,      12281,        95,        205761,             636,            620
 642,        103274,          102639,            272,     20953,        1465,         86,    27307,      12331,        98,        206403,             635,            648
 643,        103632,          102996,            267,     20900,        1447,         87,    27436,      12402,        98,        207046,             632,            619
 644,        103654,          103017,            252,     22379,        1428,         84,    27521,      12431,        97,        207690,             633,            554
 645,        103720,          103082,            170,     21455,        1473,         61,    27527,      12439,        69,        208335,             640,            320
 646,        104154,          103515,            151,     21036,        1465,         61,    27541,      12451,        69,        208981,             636,            320
 647,        104755,          104115,            150,     23899,        1402,         59,    27611,      12473,        68,        209628,             639,            322
 648,        105020,          104379,            151,     21266,        1465,         60,    27699,      12523,        68,        210276,             641,            324
 649,        105338,          104696,            151,     21817,        1482,         60,    27661,      12491,        68,        210925,             645,            324
 650,        105345,          104702,            151,     22707,        1477,         61,    27703,      12498,        68,        211575,             647,            325
 651,        105740,          105096,            152,     22060,        1429,         59,    27701,      12480,        69,        212226,             643,            326
 652,        106040,          105395,            152,     21169,        1477,         60,    27876,      12592,        69,        212878,             646,            327
 653,        106492,          105846,            152,     22308,        1462,         60,    27950,      12612,        70,        213531,             645,            328
 654,        106565,          105918,            153,     21659,        1457,         60,    27942,      12599,        70,        214185,             651,            329
 655,        106733,          106085,            152,     22103,        1487,         60,    27959,      12622,        70,        214840,             652,            329
 656,        107330,          106681,            153,     22118,        1478,         60,    28028,      12648,        70,        215496,             643,            331
 657,        107756,          107106,            154,     21907,        1532,         61,    28059,      12670,        70,        216153,             648,            329
 658,        108013,          107362,            154,     21189,        1488,         60,    28150,      12716,        70,        216811,             648,            331
 659,        108217,          107565,            155,     21580,        1464,         60,    28223,      12727,        70,        217470,             649,            364
 660,        108454,          107801,            156,     22171,        1458,         60,    28182,      12730,        70,        218130,             648,            333
 661,        108557,          107903,            155,     23525,        1448,         60,    28248,      12745,        70,        218791,             650,            334
 662,        108768,          108113,            155,     23146,        1477,         61,    28252,      12706,        70,        219453,             655,            335
 663,        109220,          108564,            156,     23046,        1445,         61,    28366,      12801,        69,        220116,             657,            337
 664,        109258,          108601,            156,     23396,        1470,         61,    28421,      12812,        71,        220780,             658,            338
 665,        109361,          108703,            156,     22308,        1476,         61,    28456,      12844,        72,        221445,             657,            338
 666,        109840,          109181,            156,     22668,        1491,         62,    28512,      12882,        71,        222111,             654,            338
 667,        109949,          109289,            157,     23639,        1468,         61,    28579,      12905,        71,        222778,             660,            340
 668,        110130,          109469,            158,     22198,        1519,         61,    28592,      12921,       106,        223446,             661,            651
 669,        110732,          110070,            293,     23175,        1486,         95,    28489,      12835,       107,        224115,             662,            655
 670,        110869,          110206,            290,     22756,        1490,         95,    28717,      12941,       104,        224785,             662,            660
 671,        111244,          110580,            296,     22482,        1524,         99,    28698,      12933,       106,        225456,             661,            634
 672,        111617,          110952,            278,     21843,        1535,         97,    28813,      12995,       139,        226128,             663,            723
 673,        111738,          111072,            300,     23075,        1525,         97,    28858,      13015,       103,        226801,             666,            354
 674,        111773,          111106,            161,     23673,        1503,         65,    28862,      12995,        71,        227475,             668,            348
 675,        111774,          111106,            161,     25026,        1504,         64,    28912,      13036,        72,        228150,             668,            350
 676,        112127,          111458,            160,     22456,        1515,         63,    28962,      13074,        72,        228826,             665,            350
 677,        112295,          111625,            160,     23536,        1516,         63,    28963,      13051,        72,        229503,             670,            351
 678,        112372,          111701,            161,     23290,        1524,         62,    29106,      13135,        73,        230181,             672,            352
 679,        112795,          112123,            161,     23209,        1519,         63,    29130,      13178,        72,        230860,             672,            354
 680,        113421,          112748,            162,     22777,        1530,         63,    29247,      13205,        72,        231540,             670,            354
 681,        113963,          113289,            162,     22837,        1531,         62,    29158,      13133,        72,        232221,             679,            397
 682,        114072,          113397,            162,     22646,        1568,         65,    29244,      13183,        73,        232903,             676,            357
 683,        114639,          113963,            164,     22011,        1555,         64,    29290,      13202,        73,        233586,             678,            358
 684,        114762,          114085,            164,     23731,        1520,         62,    29422,      13286,        73,        234270,             679,            356
 685,        114953,          114275,            164,     24230,        1545,         62,    29448,      13293,        73,        234955,             677,            357
 686,        115095,          114416,            163,     24740,        1526,         63,    29426,      13290,        73,        235641,             678,            358
 687,        115512,          114832,            164,     22637,        1579,         64,    29517,      13347,        74,        236328,             678,            360
 688,        115868,          115187,            165,     23058,        1582,         65,    29585,      13337,        73,        237016,             681,            359
 689,        115885,          115203,            165,     25035,        1561,         64,    29607,      13352,        74,        237705,             681,            360
 690,        115963,          115280,            165,     23771,        1566,         63,    29625,      13381,        74,        238395,             682,            362
 691,        116531,          115847,            166,     23361,        1544,         63,    29765,      13451,        73,        239086,             688,            388
 692,        116627,          115942,            167,     24166,        1565,         64,    29788,      13457,        74,        239778,             687,            364
 693,        117231,          116545,            167,     23128,        1571,         64,    29836,      13452,        73,        240471,             684,            366
 694,        117646,          116959,            167,     23151,        1563,         63,    29842,      13475,        74,        241165,             688,            368
 695,        117673,          116985,            168,     25721,        1541,         63,    29803,      13437,        73,        241860,             692,            370
 696,        117729,          117040,            169,     25461,        1550,         64,    29868,      13466,        74,        242556,             691,            370
 697,        118198,          117508,            168,     23303,        1599,         64,    30029,      13577,        75,        243253,             691,            373
 698,        118329,          117638,            169,     24035,        1545,         64,    30079,      13587,        75,        243951,             687,            403
 699,        118606,          117914,            175,     23615,        1570,         66,    30083,      13584,        75,        244650,             692,            377
 700,        118708,          118015,            171,     24112,        1587,         68,    30190,      13622,        75,        245350,             693,            374
 701,        118739,          118045,            169,     23981,        1555,         66,    30212,      13637,        75,        246051,             693,            376
 702,        119102,          118407,            170,     23830,        1618,         66,    30201,      13629,        75,        246753,             692,            376
 703,        119269,          118573,            170,     24512,        1550,         65,    30326,      13710,        75,        247456,             695,            378
 704,        119495,          118798,            171,     23421,        1596,         65,    30311,      13674,        75,        248160,             698,            380
 705,        120049,          119351,            171,     22839,        1611,         65,    30357,      13702,        76,        248865,             701,            379
 706,        120551,          119852,            171,     23180,        1590,         64,    30424,      13739,        75,        249571,             699,            379
 707,        121247,          120547,            173,     25576,        1594,         66,    30467,      13755,        75,        250278,             700,            381
 708,        121867,          121166,            174,     23989,        1563,         65,    30598,      13829,        76,        250986,             701,            382
 709,        121992,          121290,            173,     24668,        1577,         65,    30578,      13840,        76,        251695,             706,            382
 710,        122078,          121375,            174,     23824,        1594,         66,    30691,      13876,        76,        252405,             703,            384
 711,        122087,          121383,            174,     24376,        1620,         67,    30750,      13889,        77,        253116,             705,            384
 712,        122112,          121407,            174,     25101,        1603,         67,    30866,      13980,        80,        253828,             707,            384
 713,        122137,          121431,            174,     23827,        1662,         66,    30901,      13975,        77,        254541,             707,            387
 714,        122639,          121932,            175,     25142,        1595,         65,    30954,      13992,        79,        255255,             708,            385
 715,        123287,          122579,            175,     25011,        1578,         65,    30981,      14023,        76,        255970,             706,            391
 716,        123686,          122977,            176,     23959,        1619,         66,    31023,      14012,        77,        256686,             708,            391
 717,        124329,          123619,            177,     27360,        1582,         66,    31065,      14032,        77,        257403,             708,            391
 718,        124441,          123730,            177,     24081,        1642,         67,    31093,      14056,        76,        258121,             712,            393
 719,        124613,          123901,            178,     24350,        1633,         67,    31183,      14103,        77,        258840,             711,            393
 720,        125185,          124472,            178,     24810,        1610,        159,    31258,      14150,       101,        259560,             711,            685
 721,        125721,          125007,            275,     24799,        1615,         87,    31217,      14126,        96,        260281,             710,            676
 722,        125809,          125094,            297,     24474,        1623,         99,    31314,      14167,       111,        261003,             718,            769
 723,        126274,          125558,            285,     25300,        1606,         90,    31314,      14137,       107,        261726,             718,            783
 724,        126530,          125813,            329,     23850,        1618,         97,    31450,      14220,       111,        262450,             716,            796
 725,        127079,          126361,            303,     24386,        1638,         96,    31458,      14225,       111,        263175,             715,            799
 726,        127611,          126892,            330,     24222,        1623,         99,    31469,      14223,       112,        263901,             717,            809
 727,        127644,          126924,            330,     24435,        1642,        100,    31590,      14286,       113,        264628,             717,            401
 728,        128303,          127582,            182,     24752,        1641,         69,    31569,      14281,        78,        265356,             725,            402
 729,        128682,          127960,            183,     24206,        1667,         68,    31682,      14332,        78,        266085,             721,            401
 730,        129226,          128503,            184,     25449,        1651,         67,    31716,      14365,        80,        266815,             719,            534
 731,        129455,          128731,            183,     24417,        1675,         69,    31791,      14375,        79,        267546,             725,            428
 732,        130001,          129276,            191,     24703,        1664,         70,    31865,      14419,        78,        268278,             729,            406
 733,        130268,          129542,            184,     25855,        1653,         69,    31895,      14440,        78,        269011,             725,            407
 734,        130453,          129726,            186,     25373,        1641,         67,    31924,      14451,        78,        269745,             727,            408
 735,        130875,          130147,            187,     24245,        1689,         68,    32017,      14479,        78,        270480,             727,            412
 736,        131558,          130829,            188,     25132,        1635,         67,    32076,      14513,        79,        271216,             729,            410
 737,        131984,          131254,            189,     24819,        1689,         70,    32150,      14576,        81,        271953,             729,            412
 738,        132408,          131677,            188,     24111,        1692,         69,    32128,      14536,        79,        272691,             733,            413
 739,        132721,          131989,            190,     24813,        1661,         69,    32137,      14531,       104,        273430,             731,            414
 740,        133365,          132632,            190,     24583,        1698,         70,    32295,      14617,        79,        274170,             735,            415
 741,        133841,          133107,            191,     24643,        1693,         69,    32252,      14591,        79,        274911,             734,            416
 742,        133975,          133240,            190,     25090,        1662,         68,    32332,      14635,        80,        275653,             740,            417
 743,        134274,          133538,            191,     25048,        1699,         70,    32417,      14672,        80,        276396,             736,            417
 744,        134985,          134248,            192,     27299,        1636,         67,    32465,      14677,        81,        277140,             737,            420
 745,        135457,          134719,            192,     25127,        1696,         70,    32585,      14735,        80,        277885,             740,            421
 746,        136021,          135282,            193,     26309,        1693,         68,    32593,      14754,        80,        278631,             739,            422
 747,        136256,          135516,            194,     24682,        1683,         69,    32579,      14765,        80,        279378,             741,            423
 748,        136838,          136097,            194,     25541,        1693,         69,    32685,      14800,        80,        280126,             742,            423
 749,        137119,          136377,            194,     25519,        1699,         70,    32678,      14797,        80,        280875,             744,            424
