   n, insertion_cmp, insertion_swaps, insertion_time, quick_cmp, quick_swaps, quick_time, heap_cmp, heap_swaps, heap_time, selection_cmp, selection_swaps, selection_time
 750,        137477,          136734,            196,     25016,        1675,         70,    32808,      14887,        89,        281625,             741,            835
 751,        137978,          137234,            331,     25853,        1719,        107,    32797,      14860,       118,        282376,             744,            862
 752,        138218,          137473,            338,     24773,        1730,        101,    32913,      14922,       116,        283128,             745,            834
 753,        138466,          137720,            358,     24308,        1724,        103,    32971,      14920,       119,        283881,             747,            857
 754,        138634,          137887,            339,     25790,        1672,         96,    33018,      14964,       114,        284635,             745,            769
 755,        139093,          138345,            378,     24874,        1751,         97,    33016,      14971,       109,        285390,             750,            739
 756,        139117,          138368,            299,     26958,        1730,         93,    33080,      15013,       110,        286146,             749,            720
 757,        139589,          138839,            281,     27382,        1728,         95,    33171,      15048,       112,        286903,             749,            575
 758,        140013,          139262,            284,     24709,        1765,         97,    33244,      15091,       109,        287661,             754,            738
 759,        140056,          139304,            304,     27839,        1737,        104,    33215,      15060,       114,        288420,             752,            750
 760,        140613,          139860,            304,     26066,        1736,        104,    33287,      15087,       111,        289180,             750,            802
 761,        140677,          139923,            354,     25874,        1737,        115,    33333,      15080,       110,        289941,             753,            767
 762,        140720,          139965,            351,     27006,        1733,        107,    33419,      15167,       120,        290703,             755,            821
 763,        141422,          140666,            323,     25868,        1714,        135,    33436,      15170,       116,        291466,             758,           1184
 764,        141473,          140716,            307,     25955,        1744,        103,    33503,      15188,       117,        292230,             754,            844
 765,        141730,          140972,            348,     25543,        1751,        109,    33489,      15156,       108,        292995,             760,            753
 766,        142405,          141646,            347,     27719,        1742,        106,    33594,      15233,       118,        293761,             758,            777
 767,        142962,          142202,            336,     26018,        1732,        106,    33633,      15254,       119,        294528,             762,            859
 768,        143273,          142512,            320,     27006,        1741,        102,    33677,      15273,       118,        295296,             760,            847
 769,        143379,          142617,            320,     26637,        1752,         98,    33733,      15278,       115,        296065,             765,            704
 770,        143942,          143179,            264,     26288,        1749,         92,    33762,      15333,       115,        296835,             763,           1264
 771,        144669,          143905,            322,     27408,        1718,        105,    33886,      15384,       117,        297606,             765,            782
 772,        144794,          144029,            315,     26421,        1770,        100,    33816,      15339,       116,        298378,             765,           1777
 773,        145042,          144276,            207,     25322,        1788,         77,    33969,      15409,        84,        299151,             768,            451
 774,        145731,          144964,            209,     28132,        1741,         73,    34029,      15438,        84,        299925,             769,            792
 775,        146384,          145616,            495,     26887,        1761,        110,    34033,      15444,       114,        300700,             767,            828
 776,        146786,          146017,            484,     26832,        1779,        110,    34076,      15438,       122,        301476,             768,            794
 777,        146882,          146112,            315,     26843,        1764,        102,    34133,      15468,       116,        302253,             768,            774
 778,        147486,          146715,            317,     26578,        1767,        100,    34139,      15473,       116,        303031,             773,            908
 779,        147494,          146722,            302,     29095,        1748,        107,    34237,      15533,       120,        303810,             774,            794
 780,        148054,          147281,            298,     26011,        1784,        105,    34225,      15527,       113,        304590,             770,            920
 781,        148564,          147790,            573,     27564,        1776,       1232,    34337,      15570,       310,        305371,             776,            461
 782,        149070,          148295,            211,     26827,        1803,         88,    34357,      15570,       117,        306153,             776,            868
 783,        149304,          148528,            332,     26036,        1798,        111,    34383,      15593,       120,        306936,             777,            851
 784,        149433,          148656,            352,     27164,        1786,        112,    34371,      15574,       120,        307720,             777,            631
 785,        149746,          148968,            356,     26312,        1801,        105,    34475,      15616,       116,        308505,             778,            776
 786,        149923,          149144,            349,     26583,        1785,        113,    34579,      15679,       114,        309291,             781,            815
 787,        150201,          149421,            326,     26026,        1821,        105,    34701,      15719,       202,        310078,             777,            927
 788,        150781,          150000,            389,     27304,        1787,        112,    34707,      15746,       123,        310866,             782,            896
 789,        151197,          150415,            344,     26825,        1822,        107,    34768,      15775,       111,        311655,             779,            837
 790,        151828,          151045,            360,     27095,        1793,        109,    34817,      15796,       123,        312445,             784,            972
 791,        152276,          151492,            269,     27405,        1814,         92,    34915,      15847,       107,        313236,             785,            856
 792,        152777,          151992,            338,     26481,        1879,        108,    34897,      15786,       118,        314028,             784,            874
 793,        152831,          152045,            345,     28188,        1819,        103,    34964,      15844,       115,        314821,             787,            823
 794,        153327,          152540,            323,     27376,        1843,        106,    35011,      15889,       114,        315615,             789,            776
 795,        153695,          152907,            377,     26687,        1849,        119,    35092,      15932,       127,        316410,             786,            851
 796,        153996,          153207,            317,     27515,        1831,        103,    35132,      15937,       117,        317206,             789,            814
 797,        154470,          153680,            334,     27574,        1855,        117,    35143,      15953,       128,        318003,             792,            849
 798,        155022,          154231,            346,     27121,        1855,        106,    35232,      15988,       115,        318801,             790,            766
 799,        155143,          154351,            316,     27343,        1834,        104,    35270,      15978,       119,        319600,             794,            800
 800,        155535,          154742,            380,     27716,        1885,        107,    35248,      15986,       120,        320400,             790,            880
 801,        156136,          155342,            328,     28931,        1833,        106,    35258,      15999,       117,        321201,             796,            870
 802,        156579,          155784,            401,     27275,        1859,        119,    35453,      16092,       128,        322003,             791,            849
 803,        156698,          155902,            330,     28957,        1816,        109,    35447,      16067,       126,        322806,             795,            804
 804,        157320,          156523,            374,     31272,        1777,        115,    35508,      16121,       115,        323610,             794,            821
 805,        157766,          156968,            274,     26929,        1864,         95,    35663,      16202,       107,        324415,             797,            731
 806,        158354,          157555,            277,     27796,        1852,         92,    35504,      16082,       105,        325221,             798,            706
 807,        158449,          157649,            279,     27748,        1862,         96,    35640,      16155,       115,        326028,             800,            711
 808,        158810,          158009,            277,     27996,        1878,         90,    35718,      16219,       107,        326836,             804,            821
 809,        159089,          158287,            277,     28192,        1860,         93,    35846,      16274,       108,        327645,             802,            705
 810,        159314,          158511,            485,     29386,        1826,        101,    35808,      16270,       106,        328455,             806,            712
 811,        159413,          158609,            277,     27679,        1881,         91,    35915,      16305,       109,        329266,             805,            712
 812,        159826,          159021,            279,     26602,        1901,         94,    35940,      16292,       107,        330078,             806,            709
 813,        160638,          159833,            281,     32847,        1812,        106,    35920,      16300,       118,        330891,             807,            895
 814,        160881,          160075,            351,     27900,        1863,        106,    36054,      16372,       115,        331705,             805,            990
 815,        161504,          160697,            331,     29500,        1857,        108,    36097,      16385,       111,        332520,             809,            959
 816,        161917,          161109,            425,     28103,        1842,        113,    36183,      16443,       118,        333336,             809,            794
 817,        162712,          161903,            348,     29927,        1828,        115,    36278,      16489,       128,        334153,             811,            842
 818,        163281,          162471,            414,     28471,        1880,        111,    36262,      16428,       125,        334971,             812,            845
 819,        163815,          163004,            539,     27738,        1904,        119,    36364,      16482,       134,        335790,             811,           1010
 820,        164619,          163807,            435,     31202,        1908,        120,    36393,      16520,       131,        336610,             814,            904
 821,        164794,          163981,            399,     28715,        1848,        116,    36515,      16583,       132,        337431,             814,            915
 822,        165287,          164473,            409,     27981,        1896,        115,    36397,      16487,       130,        338253,             816,            929
 823,        165660,          164845,            411,     28074,        1927,        114,    36491,      16555,       129,        339076,             814,            918
 824,        165887,          165071,            388,     28097,        1889,        105,    36549,      16602,       132,        339900,             817,            905
 825,        166452,          165635,            403,     28329,        1920,        121,    36585,      16597,       126,        340725,             818,            916
 826,        166845,          166027,            356,     27754,        1951,        112,    36664,      16656,       130,        341551,             819,           1038
 827,        167199,          166380,            408,     27796,        1909,        117,    36724,      16653,       130,        342378,             818,            970
 828,        167618,          166798,            403,     28108,        1948,        116,    36785,      16688,       131,        343206,             818,           1019
 829,        168388,          167567,            429,     29816,        1899,        116,    36925,      16750,       131,        344035,             825,            991
 830,        168523,          167701,            403,     29485,        1921,        116,    36926,      16775,       130,        344865,             823,           1216
 831,        168741,          167918,            386,     28542,        1913,        117,    36911,      16754,       132,        345696,             821,            987
 832,        168948,          168124,            407,     27916,        1931,        114,    37038,      16834,       126,        346528,             826,           1000
 833,        169199,          168374,            479,     30222,        1888,        117,    37002,      16804,       130,        347361,             826,           1032
 834,        169776,          168950,            399,     28299,        1926,        116,    37167,      16889,       134,        348195,             823,            974
 835,        170525,          169698,            433,     30512,        1913,       7594,    37094,      16838,       138,        349030,             829,           1104
 836,        171248,          170420,            480,     29121,        1953,        119,    37192,      16891,       131,        349866,             830,           1141
 837,        171285,          170456,            882,     28993,        1973,        125,    37230,      16894,       135,        350703,             832,           1012
 838,        171684,          170854,            405,     28637,        1965,        108,    37215,      16882,       140,        351541,             830,            899
 839,        172305,          171474,            384,     28333,        1937,        114,    37388,      16980,       127,        352380,             833,            919
 840,        172423,          171591,            413,     29220,        1975,        129,    37503,      17017,       129,        353220,             835,            993
 841,        173152,          172319,            568,     30091,        1929,        116,    37441,      16969,       120,        354061,             831,            897
 842,        173703,          172869,            387,     28520,        1983,        116,    37443,      17003,       128,        354903,             833,          11081
 843,        174085,          173250,            623,     29647,        2009,        118,    37613,      17087,       128,        355746,             836,           1187
 844,        174114,          173278,            382,     29539,        1971,        120,    37644,      17086,       128,        356590,             835,            925
 845,        174157,          173320,            399,     30260,        1925,        116,    37609,      17043,       131,        357435,             836,            901
 846,        174880,          174042,            421,     28344,        1944,        113,    37698,      17125,       132,        358281,             841,            967
 847,        174932,          174093,            416,     29276,        1959,        119,    37772,      17170,       256,        359128,             841,            894
 848,        175263,          174423,            407,     28815,        1951,        121,    37742,      17162,       136,        359976,             839,           4437
 849,        175672,          174831,            396,     29104,        1978,        111,    37826,      17175,       132,        360825,             840,           1167
 850,        176426,          175584,            527,     29903,        1970,        125,    37906,      17221,       176,        361675,             842,           1197
 851,        176513,          175670,            392,     29900,        1950,        121,    38019,      17291,       156,        362526,             845,           1271
 852,        176555,          175711,            455,     30152,        1963,        119,    38062,      17304,       131,        363378,             847,           1007
 853,        176938,          176093,            453,     28790,        2002,        120,    38138,      17379,       133,        364231,             846,           1183
 854,        177341,          176495,            428,     29947,        2013,        154,    38134,      17318,       128,        365085,             848,           1076
 855,        177841,          176994,            446,     29130,        1987,        173,    38137,      17310,       131,        365940,             852,           1068
 856,        178639,          177791,            264,     30335,        2002,         85,    38190,      17364,        95,        366796,             849,            550
 857,        178901,          178052,            256,     29900,        1993,         82,    38212,      17360,        95,        367653,             849,            558
 858,        178970,          178120,            254,     30370,        1996,         82,    38336,      17456,        95,        368511,             848,            555
 859,        179495,          178644,            355,     29064,        2024,         85,    38391,      17455,        94,        369370,             847,            553
 860,        180093,          179241,            253,     29805,        2027,         83,    38287,      17393,        94,        370230,             857,            556
 861,        180702,          179849,            254,     29459,        2000,         82,    38453,      17457,        95,        371091,             852,            557
 862,        180934,          180080,            390,     29546,        2018,        135,    38474,      17471,       123,        371953,             854,            973
 863,        181273,          180418,            456,     30331,        2001,        127,    38533,      17490,       144,        372816,             856,           1053
 864,        181413,          180557,            478,     30953,        2008,        124,    38565,      17503,       136,        373680,             856,           1068
 865,        181683,          180826,            428,     29976,        2032,        113,    38630,      17539,       123,        374545,             856,           1069
 866,        182401,          181543,            459,     30388,        1979,        127,    38751,      17615,       144,        375411,             862,           1160
 867,        182855,          181996,            499,     29395,        2050,        128,    38767,      17608,       160,        376278,             865,           1144
 868,        183020,          182160,            485,     30514,        2001,        124,    38804,      17601,       185,        377146,             861,           1222
 869,        183102,          182241,            411,     30475,        2002,        116,    38780,      17570,       133,        378015,             864,           1534
 870,        183590,          182728,            454,     29535,        2081,        122,    38872,      17658,       177,        378885,             862,           1221
 871,        184059,          183196,            583,     29183,        2040,        128,    39003,      17706,       151,        379756,             862,           1146
 872,        184494,          183630,            441,     30389,        2050,        125,    38960,      17674,       240,        380628,             864,           1603
 873,        184904,          184039,            315,     33410,        1997,         87,    39035,      17742,        97,        381501,             869,            576
 874,        185769,          184903,            560,     31986,        1991,         89,    39073,      17748,        98,        382375,             864,            571
 875,        186335,          185468,            312,     30012,        2046,         86,    39191,      17797,        96,        383250,             867,            571
 876,        186596,          185728,            263,     30815,        2044,        209,    39273,      17842,       138,        384126,             872,            629
 877,        187370,          186501,            269,     31617,        1993,         84,    39170,      17799,        98,        385003,             867,            575
 878,        187806,          186936,            429,     30873,        2028,        118,    39259,      17842,       136,        385881,             874,           1046
 879,        188424,          187553,            473,     30272,        2091,        133,    39324,      17860,       136,        386760,             875,           1101
 880,        188857,          187985,            465,     30937,        2048,        123,    39317,      17871,       139,        387640,             870,           1109
 881,        189269,          188396,            374,     30799,        2071,         88,    39462,      17938,        99,        388521,             873,            639
 882,        190122,          189248,            268,     30962,        2063,         87,    39493,      17932,        98,        389403,             874,            581
 883,        190919,          190044,            269,     31072,        2043,         83,    39557,      17950,        97,        390286,             877,            581
 884,        191059,          190183,            270,     31199,        2056,         84,    39490,      17917,        97,        391170,             872,            582
 885,        191692,          190815,            271,     30896,        2084,         85,    39566,      17975,        97,        392055,             881,            586
 886,        191875,          190997,            273,     32636,        2076,         85,    39714,      18064,        98,        392941,             879,            587
 887,        192235,          191356,            274,     32080,        2058,         84,    39769,      18056,        99,        393828,             882,            591
 888,        192531,          191651,            272,     31273,        2076,         84,    39853,      18089,        98,        394716,             881,            590
 889,        192951,          192070,            273,     30772,        2064,         85,    39891,      18155,        98,        395605,             880,            606
 890,        193398,          192516,            272,     30866,        2093,         86,    39962,      18163,        98,        396495,             881,            591
 891,        193500,          192617,            271,     31395,        2145,         87,    39911,      18126,       100,        397386,             880,            594
 892,        193552,          192668,            272,     33384,        2026,         84,    39973,      18161,        98,        398278,             884,            595
 893,        193585,          192700,            272,     33432,        2083,         84,    40071,      18207,        99,        399171,             882,            596
 894,        193678,          192792,            273,     31208,        2080,         84,    40121,      18262,        98,        400065,             886,            597
 895,        194541,          193654,            274,     32910,        2033,         84,    40095,      18232,        98,        400960,             888,            629
 896,        195241,          194353,            276,     30650,        2084,         84,    40084,      18219,        99,        401856,             890,            796
 897,        196042,          195153,            328,     31127,        2106,         89,    40301,      18337,       102,        402753,             887,            612
 898,        196504,          195614,            277,     31445,        2149,         90,    40318,      18335,       106,        403651,             893,            601
 899,        196543,          195652,            277,     32199,        2117,         87,    40306,      18332,        99,        404550,             895,            604
 900,        197072,          196180,            279,     32189,        2112,         87,    40411,      18390,       100,        405450,             890,            608
 901,        197455,          196562,            279,     31353,        2093,         87,    40433,      18381,       100,        406351,             892,            611
 902,        197547,          196653,            281,     32099,        2089,         86,    40484,      18420,        99,        407253,             895,            610
 903,        198291,          197396,            280,     32369,        2102,         86,    40508,      18397,       100,        408156,             898,            610
 904,        199150,          198254,            283,     33809,        2067,         87,    40590,      18467,       101,        409060,             897,            612
 905,        199628,          198731,            325,     30632,        2146,        120,    40728,      18524,       127,        409965,             898,           1103
 906,        200276,          199378,            475,     32167,        2076,        116,    40787,      18569,       136,        410871,             898,           1111
 907,        200436,          199537,            470,     31537,        2111,        121,    40838,      18574,       140,        411778,             898,           1136
 908,        200799,          199899,            468,     30741,        2172,        128,    40739,      18528,       146,        412686,             901,            839
 909,        201489,          200588,            285,     31787,        2156,         88,    40867,      18586,       100,        413595,             897,            617
 910,        201765,          200863,            285,     31631,        2162,         87,    40956,      18620,       101,        414505,             904,            620
 911,        201992,          201089,            286,     31127,        2136,         85,    41048,      18664,       102,        415416,             906,            987
 912,        202687,          201783,            392,     32942,        2120,        119,    41021,      18670,       135,        416328,             905,           1040
 913,        203478,          202573,            565,     32318,        2151,        135,    41141,      18729,       151,        417241,             906,           1010
 914,        204289,          203383,            289,     32610,        2138,         88,    41163,      18752,       101,        418155,             909,            621
 915,        204806,          203899,            341,     33844,        2134,         92,    41301,      18808,       102,        419070,             905,            995
 916,        205093,          204185,            497,     31638,        2156,        130,    41334,      18813,       148,        419986,             906,           1215
 917,        205614,          204705,            497,     32701,        2174,        130,    41395,      18828,       145,        420903,             912,           1169
 918,        205949,          205039,            646,     33363,        2124,        128,    41418,      18837,       144,        421821,             909,           1222
 919,        206404,          205493,            726,     31816,        2183,        138,    41434,      18820,       150,        422740,             911,           1262
 920,        206461,          205549,            541,     32843,        2116,        134,    41525,      18884,       150,        423660,             910,           1368
 921,        206521,          205608,            378,     32547,        2146,        125,    41516,      18893,       139,        424581,             913,            701
 922,        207106,          206192,            292,     31917,        2158,         90,    41600,      18923,       102,        425503,             917,            645
 923,        207530,          206615,            292,     32321,        2183,         89,    41660,      18964,       103,        426426,             918,            633
 924,        208381,          207465,            330,     33136,        2194,         91,    41645,      18925,       102,        427350,             913,           1051
 925,        208812,          207895,            415,     31307,        2197,        119,    41724,      19008,       128,        428275,             918,           1111
 926,        209680,          208762,            425,     33278,        2126,        117,    41760,      18999,       149,        429201,             918,           1184
 927,        209718,          208799,            468,     32253,        2225,        137,    41835,      19047,       156,        430128,             921,           1754
 928,        209735,          208815,           1006,     34020,        2156,        140,    41918,      19083,       154,        431056,             921,           9823
 929,        210153,          209232,            454,     32532,        2197,        126,    41940,      19075,       140,        431985,             921,           1966
 930,        210454,          209532,            456,     31091,        2241,        123,    42049,      19141,       134,        432915,             917,           6988
 931,        211064,          210141,            528,     35206,        2199,        133,    42049,      19111,       149,        433846,             927,           1666
 932,        211100,          210176,           3625,     32690,        2154,        123,    42110,      19167,       140,        434778,             928,           1470
 933,        211626,          210701,            585,     33004,        2212,        169,    42120,      19171,       155,        435711,             929,           1261
 934,        212286,          211360,            452,     33049,        2199,        171,    42117,      19135,       156,        436645,             925,           1088
 935,        213137,          212210,            462,     33058,        2192,        118,    42320,      19249,       152,        437580,             926,           1419
 936,        213772,          212844,            555,     32842,        2252,        132,    42374,      19302,       146,        438516,             931,           1294
 937,        214628,          213699,            494,     35000,        2168,        107,    42370,      19277,       137,        439453,             929,            923
 938,        215454,          214524,            576,     34090,        2185,        140,    42474,      19321,       159,        440391,             930,           1245
 939,        215487,          214556,            549,     33271,        2213,        123,    42509,      19333,       131,        441330,             930,           1170
 940,        215697,          214765,            582,     33034,        2184,        276,    42597,      19372,       155,        442270,             930,           1266
 941,        215842,          214909,            607,     35378,        2190,        148,    42631,      19408,       161,        443211,             931,           1613
 942,        216213,          215279,            484,     33337,        2190,        137,    42575,      19390,       152,        444153,             932,           4811
 943,        217155,          216220,            534,     34462,        2224,        135,    42653,      19428,       151,        445096,             940,           1245
 944,        217404,          216468,            500,     33177,        2229,        135,    42647,      19423,       153,        446040,             937,           1264
 945,        218246,          217309,            559,     36413,        2155,        152,    42765,      19461,       160,        446985,             934,            892
 946,        218577,          217639,            456,     32944,        2229,        129,    42779,      19468,       283,        447931,             939,           1288
 947,        218880,          217941,            518,     31713,        2235,        134,    42931,      19542,       152,        448878,             940,           1288
 948,        218962,          218022,            589,     34830,        2192,        144,    43003,      19589,       156,        449826,             941,            910
 949,        219326,          218385,            620,     33615,        2217,        141,    42964,      19572,       158,        450775,             940,           1294
 950,        219796,          218854,            532,     33498,        2279,        136,    43129,      19654,       151,        451725,             943,           1304
 951,        220048,          219105,            589,     34180,        2251,        142,    43150,      19659,       158,        452676,             941,           1253
 952,        220586,          219642,           2045,     32736,        2292,        144,    43206,      19690,      2174,        453628,             943,           1329
 953,        221179,          220234,            639,     33590,        2247,        143,    43147,      19629,       152,        454581,             948,           1319
 954,        221566,          220620,            521,     35350,        2265,        137,    43234,      19678,       158,        455535,             950,           1297
 955,        222094,          221147,            568,     33800,        2289,        139,    43323,      19766,       156,        456490,             946,            904
 956,        222631,          221683,            532,     33194,        2257,        139,    43445,      19798,       157,        457446,             951,           1351
 957,        222975,          222026,            533,     34265,        2267,        129,    43352,      19745,       156,        458403,             952,           1315
 958,        223667,          222717,            574,     35090,        2244,        154,    43491,      19809,       159,        459361,             952,           1339
 959,        224301,          223350,            608,     34289,        2264,        173,    43531,      19838,       155,        460320,             949,           1138
 960,        224304,          223352,            542,     35266,        2295,        140,    43614,      19882,       154,        461280,             951,           1112
 961,        224746,          223793,            602,     33213,        2328,        149,    43622,      19905,       146,        462241,             954,           1259
 962,        224886,          223932,            522,     34885,        2277,        145,    43701,      19921,       160,        463203,             957,           1258
 963,        225145,          224190,            383,     34696,        2293,        138,    43770,      19972,       160,        464166,             956,           1322
 964,        225871,          224915,            582,     34311,        2284,        138,    43906,      20033,       161,        465130,             957,           1325
 965,        226024,          225067,            482,     34769,        2302,        116,    43859,      20012,       155,        466095,             958,           2286
 966,        226332,          225374,            582,     33931,        2275,        164,    43911,      19995,       147,        467061,             955,           1290
 967,        226459,          225500,            554,     37371,        2247,         97,    44086,      20120,       116,        468028,             960,           1223
 968,        226856,          225896,            518,     33184,        2290,        131,    44043,      20075,       146,        468996,             956,           1114
 969,        227284,          226323,            489,     33493,        2334,        145,    43951,      20042,       163,        469965,             958,           1239
 970,        227915,          226953,            611,     34000,        2297,        147,    44073,      20116,       160,        470935,             964,           1316
 971,        228606,          227643,            587,     34169,        2296,        138,    44183,      20134,       263,        471906,             955,           1055
 972,        229117,          228153,            615,     34744,        2274,        143,    44215,      20174,       183,        472878,             964,           1366
 973,        230079,          229114,            544,     38196,        2313,        138,    44243,      20158,       141,        473851,             961,           1280
 974,        230980,          230014,            354,     33394,        2322,        105,    44348,      20242,       156,        474825,             964,           1388
 975,        231744,          230777,            694,     35000,        2275,        133,    44332,      20226,       153,        475800,             967,           1348
 976,        232215,          231247,            623,     33614,        2352,        146,    44391,      20219,       164,        476776,             970,            988
 977,        232351,          231382,            477,     35914,        2298,        126,    44470,      20247,       133,        477753,             970,           1029
 978,        233094,          232124,            475,     36231,        2324,        129,    44496,      20246,       142,        478731,             970,           1074
 979,        233798,          232827,            448,     34810,        2347,         98,    44588,      20335,       130,        479710,             975,           3156
 980,        234111,          233139,            352,     35116,        2315,         98,    44677,      20387,       109,        480690,             971,            712
 981,        234448,          233475,            330,     35008,        2337,         96,    44617,      20331,       110,        481671,             977,           1081
 982,        234621,          233647,            597,     34407,        2324,        140,    44712,      20402,       157,        482653,             976,           1315
 983,        234812,          233837,            485,     33630,        2383,        135,    44734,      20382,       140,        483636,             976,            805
 984,        235709,          234733,            467,     35298,        2322,        146,    44745,      20383,       159,        484620,             979,           1273
 985,        235958,          234981,            582,     36464,        2298,         97,    44827,      20461,       147,        485605,             974,           1955
 986,        236186,          235208,            657,     35369,        2330,        161,    44881,      20475,       161,        486591,             977,           1521
 987,        236197,          235218,            627,     36253,        2366,        181,    44921,      20473,       392,        487578,             975,           5687
 988,        236324,          235344,           2787,     35206,        2373,        138,    44951,      20492,       155,        488566,             978,           1577
 989,        236509,          235528,            618,     36150,        2335,        202,    45011,      20537,       149,        489555,             980,           3562
 990,        237433,          236451,            603,     35454,        2383,        148,    45164,      20605,       163,        490545,             984,           1510
 991,        238119,          237136,            583,     34176,        2372,        139,    45254,      20640,       164,        491536,             983,           1580
 992,        239097,          238113,            629,     35384,        2392,        148,    45199,      20612,       148,        492528,             984,           1330
 993,        240044,          239059,            579,     36656,        2328,        143,    45181,      20580,       159,        493521,             986,           1336
 994,        240211,          239225,            495,     36074,        2359,        100,    45276,      20650,       112,        494515,             987,           1398
 995,        240838,          239851,            654,     35352,        2358,        127,    45438,      20731,       147,        495510,             984,           1911
 996,        241202,          240214,            769,     36074,        2379,        116,    45465,      20738,       166,        496506,             987,           1018
 997,        241592,          240603,            490,     35089,        2371,        136,    45479,      20731,       176,        497503,             985,           1222
 998,        241676,          240686,            479,     36560,        2347,        140,    45561,      20775,       159,        498501,             991,           1284
 999,        242536,          241545,            536,     36831,        2368,        145,    45688,      20858,       160,        499500,             990,           1159
1000,        242884,          241892,            453,     35982,        2413,        121,    45688,      20830,       152,        500500,             991,           1044
